Rk	Team	Conf	W-L	AdjEM	AdjO	AdjD	AdjT	Luck	AdjEM	OppO	OppD	AdjEM
15	Xavier 3	BE	27-10	+19.95	118.5	8	98.6	64	70.5	33	+.005	175	+10.42	16	110.3	13	99.9	27	+3.40	70
16	Baylor 3	B12	23-11	+19.68	121.3	2	101.6	107	66.5	215	+.021	127	+12.33	6	110.4	11	98.0	3	+1.31	115
17	Florida Atlantic 9	CUSA	35-4	+19.38	115.1	22	95.7	34	67.6	158	+.056	57	+2.65	109	106.2	109	103.6	105	-2.85	251
18	Duke 5	ACC	27-9	+19.35	113.2	40	93.9	16	64.9	298	+.051	64	+7.65	51	109.7	27	102.1	74	+1.77	102
19	West Virginia 9	B12	19-15	+18.82	116.9	14	98.1	58	68.5	116	-.068	324	+12.45	5	110.5	8	98.1	4	+2.18	92
20	Memphis 8	Amer	26-9	+18.53	114.6	26	96.1	38	71.1	22	-.051	294	+7.27	60	108.2	64	101.0	56	+5.98	26
21	Kansas St. 3	B12	26-10	+18.51	113.5	37	95.0	27	70.1	42	+.035	90	+10.35	18	109.2	39	98.8	5	-3.05	256
22	Arkansas 8	SEC	22-14	+18.05	112.1	54	94.0	17	69.6	49	-.042	280	+10.29	20	109.7	25	99.4	16	+3.24	74
23	Maryland 8	B10	22-13	+17.99	113.5	36	95.6	32	64.2	326	-.023	249	+8.94	34	109.5	34	100.5	49	-3.90	278
24	Miami FL 5	ACC	29-8	+17.94	119.1	6	101.2	99	68.8	97	+.027	108	+7.30	59	108.8	46	101.5	62	-2.67	245
25	TCU 6	B12	22-13	+17.78	112.1	53	94.3	23	69.7	48	-.036	273	+10.71	12	109.7	24	99.0	7	-7.52	339
26	Michigan St. 7	B10	21-13	+17.61	114.2	27	96.6	42	64.7	306	+.011	160	+12.57	3	112.1	1	99.5	17	+5.45	36
27	Kentucky 6	SEC	22-12	+17.40	116.2	17	98.8	68	65.8	256	-.019	239	+8.52	42	109.1	44	100.5	48	+0.53	142
28	Utah St. 10	MWC	26-9	+17.39	116.3	16	98.9	70	68.6	111	+.006	169	+6.84	65	108.4	59	101.5	63	+2.87	83
29	Iowa St. 6	B12	19-14	+17.04	108.1	114	91.0	8	64.1	328	-.033	268	+12.56	4	112.1	2	99.5	18	-1.36	198
30	Indiana 4	B10	23-12	+17.03	114.2	28	97.2	45	67.8	145	+.022	125	+10.69	13	110.5	7	99.9	28	-3.56	266
31	North Texas	CUSA	31-7	+16.89	111.0	70	94.1	18	59.1	363	+.071	41	+3.08	105	106.0	116	102.9	88	+1.23	121
32	Auburn 9	SEC	21-13	+16.77	112.5	46	95.7	33	67.6	160	-.018	236	+9.68	26	109.4	35	99.7	22	+3.38	71
33	Texas A&M 7	SEC	25-10	+16.71	113.7	34	97.0	44	65.9	245	+.045	74	+7.30	58	108.3	60	101.0	58	-2.99	253
34	Virginia 4	ACC	25-8	+16.37	110.8	72	94.5	25	61.5	360	+.027	113	+5.73	76	108.4	57	102.7	82	+1.52	108
35	Illinois 9	B10	20-13	+16.22	111.1	68	94.9	26	69.5	58	-.053	296	+8.80	36	109.1	43	100.3	40	-6.42	324
36	Penn St. 10	B10	23-14	+16.04	117.2	13	101.1	96	64.3	320	-.003	204	+10.08	24	109.5	33	99.4	15	-4.90	304
37	Boise St. 10	MWC	24-10	+15.85	110.9	71	95.1	28	66.2	223	+.006	170	+6.85	64	108.7	47	101.8	69	+0.93	132
38	Northwestern 7	B10	22-12	+15.59	109.9	88	94.3	22	64.4	315	+.025	117	+9.29	31	109.3	37	100.1	33	-4.28	291
39	Rutgers	B10	19-15	+15.53	106.3	151	90.8	6	65.7	264	-.105	355	+7.80	49	109.6	31	101.8	68	-7.51	338
40	Providence 11	BE	21-12	+15.39	116.2	18	100.8	92	66.7	202	-.018	237	+7.60	53	108.6	53	101.0	55	-8.75	352
41	Iowa 8	B10	19-14	+15.39	120.0	4	104.6	168	69.5	63	-.051	295	+9.75	25	108.8	45	99.1	8	-2.45	239
42	Oregon	P12	21-15	+15.13	112.9	42	97.8	53	66.6	205	-.024	253	+9.06	33	108.3	63	99.2	13	+5.96	28
43	North Carolina	ACC	20-13	+15.01	112.2	51	97.2	46	68.8	99	-.072	327	+7.68	50	109.2	41	101.5	61	+6.63	20
44	Michigan	B10	18-16	+14.96	112.3	48	97.4	47	67.4	168	-.078	336	+9.53	28	109.8	23	100.3	39	-0.01	160
45	USC 10	P12	22-11	+14.85	112.3	49	97.5	49	68.0	140	+.013	149	+7.60	52	107.2	93	99.6	19	+1.15	125
46	Oklahoma St.	B12	20-16	+14.69	106.6	146	91.9	12	67.4	167	-.020	243	+11.32	8	110.3	12	99.0	6	+0.46	145
47	UAB	CUSA	29-10	+14.64	112.5	45	97.9	54	70.5	31	-.021	245	+1.82	119	105.7	129	103.9	114	-4.86	302
48	Liberty	ASun	27-9	+14.54	112.1	55	97.5	51	64.8	302	-.038	275	-1.80	194	103.9	207	105.7	189	+1.21	122
49	Ohio St.	B10	16-19	+14.11	115.7	19	101.6	106	65.9	247	-.120	361	+11.18	9	110.2	14	99.1	9	-2.53	241
50	Cincinnati	Amer	23-13	+13.99	112.0	56	98.0	57	68.6	112	-.032	267	+4.53	90	107.5	84	103.0	91	-2.75	250
51	Villanova	BE	17-17	+13.70	113.4	39	99.7	78	63.8	333	-.075	330	+10.12	22	110.1	18	100.0	31	+3.84	63
52	N.C. State 11	ACC	23-11	+13.55	113.6	35	100.0	82	69.0	91	+.020	131	+5.50	78	108.5	54	103.0	93	-5.02	306
53	Mississippi St. 11	SEC	21-13	+13.49	104.8	176	91.4	9	63.6	336	-.008	213	+6.98	63	108.0	70	101.0	59	-3.89	277
54	Oklahoma	B12	15-17	+13.41	110.8	74	97.4	48	65.2	285	-.044	284	+12.75	2	109.8	22	97.1	1	+3.66	66
55	Arizona St. 11	P12	23-13	+13.26	109.0	101	95.8	35	68.1	137	+.047	69	+8.40	43	108.4	56	100.0	32	+0.78	135
56	UCF	Amer	19-15	+13.21	109.0	100	95.8	36	64.7	309	-.110	358	+4.64	87	107.3	90	102.7	84	-0.58	176
57	Missouri 7	SEC	25-10	+13.07	118.3	9	105.3	180	68.7	102	+.107	10	+7.33	56	107.7	80	100.3	41	-5.09	308
58	Seton Hall	BE	17-16	+13.06	107.2	133	94.1	20	66.2	227	-.057	306	+10.12	23	109.9	21	99.8	25	+2.49	90
59	Pittsburgh 11	ACC	24-12	+12.86	114.2	29	101.3	103	67.3	171	+.031	98	+5.10	81	108.2	66	103.1	95	-2.73	249
60	VCU 12	A10	27-8	+12.84	106.6	144	93.8	15	67.9	142	+.020	130	+0.79	129	105.0	151	104.2	122	-1.77	209
61	Wisconsin	B10	20-15	+12.82	106.9	140	94.1	19	63.6	337	+.005	177	+10.57	14	110.8	6	100.2	35	+0.73	136
62	Nevada 11	MWC	22-11	+12.74	111.8	58	99.1	71	65.9	246	+.033	92	+6.98	62	108.6	50	101.7	66	+3.34	72
63	Texas Tech	B12	16-16	+12.73	111.5	60	98.7	66	67.1	180	-.080	339	+9.34	29	109.7	30	100.3	42	-7.27	336
64	Utah Valley	WAC	28-9	+12.63	107.9	119	95.3	29	70.1	41	+.036	87	+3.20	103	106.5	104	103.3	100	+4.60	48
65	Yale	Ivy	21-9	+12.63	110.1	86	97.5	50	66.2	224	-.053	297	+0.16	139	104.8	156	104.6	135	+0.10	156
66	New Mexico	MWC	22-12	+12.26	114.7	24	102.5	120	71.6	17	-.030	263	+4.81	84	107.4	89	102.6	80	-1.02	188
67	Washington St.	P12	17-17	+12.11	111.3	65	99.2	72	64.3	319	-.079	337	+8.25	46	108.7	48	100.4	43	+4.50	51
68	Clemson	ACC	23-11	+12.04	110.4	82	98.4	61	68.1	135	+.002	189	+2.39	113	107.2	94	104.8	148	-5.75	315
69	Drake 12	MVC	27-8	+11.90	108.4	108	96.5	40	66.3	220	+.015	144	-1.77	191	103.9	205	105.7	188	-2.18	230
70	Colorado	P12	18-17	+11.86	107.3	128	95.5	30	68.7	104	-.066	321	+7.91	48	107.7	79	99.8	24	+3.06	78
71	Charleston 12	CAA	31-4	+11.85	110.6	78	98.7	67	70.8	29	+.041	79	-5.28	292	102.2	288	107.5	284	-2.34	237
72	Oral Roberts 12	Sum	30-5	+11.65	113.9	32	102.2	116	70.2	40	+.110	9	-4.02	259	103.8	218	107.8	299	+7.06	15
73	Sam Houston St.	WAC	26-8	+11.63	105.8	157	94.1	21	64.4	314	+.070	44	+2.82	108	105.9	118	103.1	98	+6.49	24
74	Florida	SEC	16-17	+11.48	107.0	139	95.5	31	69.3	70	-.077	332	+8.90	35	109.4	36	100.5	44	+5.34	38
75	Utah	P12	17-15	+11.46	107.3	129	95.8	37	66.0	237	-.077	333	+6.16	71	107.0	98	100.8	52	-4.05	284
76	Iona 13	MAAC	27-8	+11.35	110.7	76	99.4	74	68.7	103	+.012	155	-3.28	236	102.6	277	105.9	198	+4.03	55
77	BYU	WCC	19-15	+11.22	108.9	103	97.7	52	69.4	65	-.103	353	+4.72	85	107.8	76	103.1	96	+1.09	128
78	Kent St. 13	MAC	28-7	+11.20	107.7	121	96.5	41	67.7	154	+.019	138	-1.35	179	106.1	113	107.4	279	+3.04	79
79	Dayton	A10	22-12	+11.12	109.8	89	98.6	65	62.2	354	-.056	303	-0.17	142	104.3	185	104.4	131	-2.13	227
80	Virginia Tech	ACC	19-15	+10.51	113.9	31	103.4	139	66.6	211	-.066	320	+5.17	79	107.9	72	102.8	86	-4.12	285
81	Vanderbilt	SEC	22-15	+10.29	113.9	30	103.7	143	66.6	206	+.084	26	+8.70	38	108.6	52	99.9	29	+1.98	98
82	St. John's	BE	18-15	+10.28	108.3	111	98.0	56	73.3	1	-.013	230	+7.18	61	108.1	68	100.9	54	-7.58	341
83	Marshall	SB	24-8	+9.66	111.0	69	101.3	104	71.9	14	-.063	316	-3.04	229	103.5	236	106.5	225	-3.82	276
84	Stanford	P12	14-19	+9.45	113.8	33	104.3	157	65.6	269	-.125	362	+7.59	54	107.2	92	99.6	21	-0.40	171
85	Santa Clara	WCC	23-10	+9.41	110.3	84	100.8	94	69.8	46	+.072	38	+3.68	95	107.9	73	104.2	124	+0.46	146
86	Wake Forest	ACC	19-14	+9.05	112.1	52	103.1	133	69.4	66	-.012	227	+5.12	80	107.8	77	102.7	83	-2.32	236
87	Toledo	MAC	27-8	+8.83	119.5	5	110.6	295	69.5	60	+.035	89	-3.09	230	103.9	204	107.0	261	-1.43	200
88	Louisiana 13	SB	26-8	+8.51	111.4	61	102.9	130	68.3	124	+.060	53	+0.03	140	104.0	201	104.0	116	+0.04	158
89	Hofstra	CAA	25-10	+8.39	110.8	73	102.4	118	67.1	177	+.036	85	-2.36	211	102.9	259	105.3	175	+6.77	19
90	Bradley	MVC	25-10	+8.27	106.8	142	98.5	63	65.3	279	+.059	54	-1.15	174	103.5	235	104.6	136	-0.05	162
91	Princeton 15	Ivy	23-9	+8.04	109.5	97	101.5	105	66.9	187	+.027	114	-0.43	149	104.6	168	105.0	157	-4.86	301
92	Furman 13	SC	28-8	+8.01	113.5	38	105.5	184	68.3	129	+.035	91	-3.50	241	103.9	206	107.4	278	-2.32	235
93	South Alabama	SB	19-16	+7.65	108.0	116	100.4	84	65.6	271	-.111	360	+0.55	134	104.3	181	103.8	111	+3.55	68
94	Nebraska	B10	16-16	+7.61	106.5	149	98.8	69	67.0	184	+.053	62	+10.29	21	110.2	15	100.0	30	+2.04	96
95	UNLV	MWC	19-13	+7.38	107.1	136	99.7	79	69.3	69	+.014	147	+4.50	91	107.1	97	102.6	79	-3.21	259
96	Saint Louis	A10	21-12	+7.29	111.4	63	104.1	153	69.2	73	+.027	111	+2.06	116	104.8	155	102.8	87	+3.65	67
97	San Jose St.	MWC	21-14	+6.92	109.5	96	102.6	123	62.6	351	+.070	43	+5.10	82	107.5	86	102.4	77	-1.51	202
98	James Madison	SB	22-11	+6.70	106.5	150	99.8	80	70.4	35	-.053	298	-1.72	190	103.4	244	105.1	164	-4.44	295
99	Southern Miss	SB	25-8	+6.51	107.1	138	100.6	89	68.6	107	+.102	11	-0.48	152	104.6	166	105.1	161	-3.81	274
100	Indiana St.	MVC	23-13	+6.51	109.6	92	103.1	135	70.3	38	-.107	356	-5.06	286	101.5	308	106.6	231	-7.14	331
101	San Francisco	WCC	20-14	+6.41	109.7	91	103.3	136	68.4	118	+.019	136	+3.25	100	107.4	88	104.2	123	-3.14	258
102	Wichita St.	Amer	17-15	+6.39	106.6	147	100.2	83	66.1	230	-.049	291	+2.42	112	105.9	120	103.5	103	-2.39	238
103	Tulane	Amer	20-11	+6.23	109.9	87	103.7	146	73.0	2	+.076	35	+1.58	122	105.2	139	103.6	106	-8.21	346
104	UC Irvine	BW	23-12	+6.21	106.8	141	100.6	88	69.6	51	-.021	246	-0.92	165	103.1	255	104.0	118	+2.85	84
105	Akron	MAC	22-11	+6.16	109.5	94	103.4	138	65.2	283	+.002	190	-2.32	206	104.7	161	107.0	258	-1.10	192
106	Charlotte	CUSA	22-14	+5.93	108.4	109	102.5	119	60.4	362	-.007	212	-0.62	156	104.4	178	105.0	159	-7.31	337
107	Washington	P12	16-16	+5.92	105.3	165	99.4	75	69.1	82	+.037	83	+7.35	55	107.6	82	100.2	38	-0.70	179
108	Grand Canyon 14	WAC	24-12	+5.88	111.9	57	106.1	198	65.0	293	+.039	81	+1.23	125	104.8	158	103.5	104	-0.46	173
109	Loyola Marymount	WCC	19-12	+5.78	109.6	93	103.8	147	66.9	188	+.079	33	+3.57	97	108.3	61	104.7	146	-0.27	168
110	Colorado St.	MWC	15-18	+5.71	111.8	59	106.1	199	66.0	238	-.055	299	+6.42	68	107.6	81	101.2	60	+1.65	106
111	Southern Utah	WAC	24-13	+5.68	109.3	98	103.6	141	71.8	16	+.033	93	+2.47	110	105.9	119	103.4	102	+4.53	50
112	UC Santa Barbara 14	BW	27-8	+5.68	110.3	83	104.6	167	64.7	305	+.072	39	-2.53	214	102.7	271	105.2	169	-3.31	261
113	Montana St. 14	BSky	25-10	+5.49	105.1	169	99.6	77	66.3	221	+.076	34	-0.89	161	106.0	117	106.8	246	+4.17	54
114	Vermont 15	AE	23-11	+5.33	109.5	95	104.2	155	64.4	318	+.049	68	-3.01	228	103.5	233	106.5	228	+5.54	34
115	Colgate 15	Pat	26-9	+5.24	112.7	43	107.5	233	67.5	164	+.015	143	-6.95	323	100.9	331	107.8	297	-1.23	195
116	Middle Tennessee	CUSA	19-14	+4.99	106.6	145	101.6	108	66.8	193	+.027	112	+3.24	101	106.9	100	103.7	108	+1.36	113
117	UNC Greensboro	SC	20-12	+4.98	103.2	211	98.3	60	65.8	254	-.044	283	-2.57	217	105.2	141	107.8	294	+2.96	81
118	Syracuse	ACC	17-15	+4.93	110.5	81	105.5	185	67.3	170	+.002	187	+3.07	106	107.3	91	104.2	128	-5.77	317
119	Butler	BE	14-18	+4.70	102.7	224	98.0	55	65.4	277	-.001	200	+10.32	19	110.5	9	100.2	37	+1.05	129
120	Temple	Amer	16-16	+4.66	107.2	132	102.5	121	65.9	251	+.021	128	+4.89	83	106.5	103	101.6	64	+1.26	118
121	Eastern Washington	BSky	23-11	+4.65	111.3	66	106.6	210	68.5	115	+.063	51	-0.99	168	104.6	165	105.6	186	+1.44	110
122	Mississippi	SEC	12-21	+4.60	106.5	148	101.9	111	66.0	239	-.078	335	+7.33	57	108.1	67	100.8	50	+1.18	124
123	Kennesaw St. 14	ASun	26-9	+4.04	105.9	154	101.8	110	68.4	121	+.131	5	-1.05	170	105.2	138	106.3	213	+4.64	47
124	Cal St. Fullerton	BW	20-13	+4.03	104.5	181	100.5	86	64.7	307	+.011	158	+0.21	137	104.1	197	103.9	113	+3.30	73
125	Belmont	MVC	21-11	+3.72	111.2	67	107.5	232	68.2	130	+.025	118	-2.07	202	103.3	246	105.4	177	+0.57	141
126	Penn	Ivy	17-13	+3.72	110.5	80	106.8	216	66.8	191	-.003	205	-0.16	141	104.7	159	104.9	152	-0.72	181
127	Towson	CAA	21-12	+3.65	108.0	115	104.4	160	64.8	303	-.048	289	-4.77	278	102.0	295	106.8	241	-3.65	268
128	Troy	SB	20-13	+3.49	104.6	179	101.1	97	67.8	151	-.020	241	-0.45	150	104.1	194	104.6	134	-0.12	166
129	Duquesne	A10	20-13	+3.43	108.4	110	104.9	172	68.1	138	+.001	192	-2.07	201	104.4	175	106.5	224	-4.40	294
130	Hawaii	BW	22-11	+3.41	101.6	247	98.2	59	64.6	311	-.014	232	-3.79	252	102.3	282	106.1	204	-6.06	320
131	Youngstown St.	Horz	24-10	+3.39	112.4	47	109.0	264	67.8	147	-.023	248	-6.54	315	101.9	299	108.5	325	-5.76	316
132	Stephen F. Austin	WAC	19-13	+3.24	105.3	166	102.1	114	69.1	79	-.004	207	-0.19	143	104.6	164	104.8	150	-1.90	215
133	Ohio	MAC	19-14	+3.12	110.5	79	107.4	230	68.3	126	-.038	274	-2.64	219	105.3	136	107.9	304	-0.38	170
134	UMass Lowell	AE	26-8	+3.04	107.7	122	104.7	169	68.7	101	+.011	157	-10.03	355	98.7	356	108.7	335	-12.18	362
135	DePaul	BE	10-23	+2.89	108.1	113	105.2	178	68.6	109	-.012	228	+10.45	15	110.1	19	99.6	20	+1.82	100
136	Samford	SC	21-11	+2.89	109.1	99	106.2	203	68.2	132	+.002	186	-4.17	265	103.7	223	107.8	301	-1.80	213
137	Fordham	A10	25-8	+2.56	103.0	219	100.4	85	69.6	53	+.121	7	-4.73	277	101.6	305	106.3	216	-13.35	363
138	Cornell	Ivy	17-11	+2.45	112.3	50	109.8	277	71.1	24	-.005	208	-1.49	183	103.6	230	105.1	162	-4.38	292
139	Southern Illinois	MVC	23-10	+2.45	101.0	259	98.5	62	63.7	334	+.087	21	-2.70	222	103.1	253	105.8	197	-3.76	272
140	Davidson	A10	16-16	+2.42	107.2	131	104.8	170	65.0	294	-.034	269	+0.88	127	104.7	163	103.8	110	-1.65	207
141	Seattle	WAC	20-12	+2.27	101.9	243	99.6	76	69.0	86	+.092	16	+1.21	126	105.9	121	104.7	140	+0.37	147
142	UC Riverside	BW	22-12	+2.22	107.4	126	105.2	179	66.7	199	+.097	13	-0.34	146	103.9	203	104.3	129	+3.98	58
143	Fresno St.	MWC	11-20	+2.18	103.0	217	100.8	93	64.1	327	-.083	343	+5.71	77	108.6	49	102.9	89	+0.48	144
144	George Mason	A10	20-13	+1.44	102.4	233	100.9	95	66.2	225	+.061	52	-1.15	173	104.5	172	105.6	187	-2.04	222
145	South Florida	Amer	14-18	+1.42	105.8	155	104.4	162	68.2	133	-.067	323	+0.54	135	104.9	152	104.4	130	-7.12	330
146	Utah Tech	WAC	14-19	+1.34	107.7	124	106.4	204	68.4	117	-.100	350	+2.44	111	105.7	125	103.3	101	+3.17	76
147	Air Force	MWC	14-18	+1.25	105.8	156	104.5	164	63.0	348	-.057	307	+1.41	123	106.2	108	104.8	151	-10.69	360
148	UNC Asheville 15	BSth	27-8	+1.22	104.0	195	102.7	126	68.3	125	+.180	1	-4.62	272	102.7	270	107.3	275	-0.70	180
149	Eastern Kentucky	ASun	23-14	+1.22	105.2	168	104.0	151	69.8	47	+.080	31	-0.63	157	105.0	150	105.6	184	+2.71	87
150	Richmond	A10	15-18	+1.15	103.5	202	102.4	117	65.2	282	-.075	329	-0.74	159	104.5	171	105.3	171	-2.63	243
151	LSU	SEC	14-19	+1.14	106.2	152	105.1	176	65.7	261	+.027	110	+5.91	75	107.9	74	101.9	72	-6.56	327
152	UNC Wilmington	CAA	24-10	+1.13	102.3	236	101.2	98	65.2	281	+.133	3	-3.46	240	102.9	261	106.4	217	+3.98	57
153	Lipscomb	ASun	20-13	+1.06	104.7	177	103.7	144	69.3	71	-.001	196	-2.84	225	105.1	144	107.9	306	-2.68	246
154	Georgia	SEC	16-16	+1.05	104.1	190	103.1	132	67.6	159	+.069	45	+3.79	94	106.8	102	103.1	94	-7.17	334
155	Cal Baptist	WAC	17-16	+0.98	103.5	203	102.6	122	63.9	332	-.047	288	-1.08	171	103.6	231	104.6	138	-7.19	335
156	Missouri St.	MVC	17-15	+0.89	104.2	187	103.3	137	62.1	355	-.021	244	-1.48	182	103.2	249	104.7	143	+1.21	123
157	Portland	WCC	14-19	+0.86	110.6	77	109.8	276	68.9	92	-.056	301	+3.80	93	108.0	71	104.2	127	+0.25	153
158	Harvard	Ivy	14-14	+0.81	101.3	254	100.5	87	65.8	255	-.081	342	-1.48	181	103.8	215	105.3	172	-3.04	255
159	UC Davis	BW	18-14	+0.71	104.4	183	103.7	145	70.4	37	-.028	259	-2.46	213	102.7	269	105.2	167	-1.17	194
160	Northern Kentucky 16	Horz	22-13	+0.65	102.8	222	102.2	115	62.0	356	+.046	72	-3.56	243	104.3	183	107.9	303	+4.03	56
161	Georgia Tech	ACC	15-18	+0.57	104.4	182	103.9	149	66.5	212	-.003	203	+4.56	88	108.4	58	103.8	112	-3.40	264
162	Wyoming	MWC	9-22	+0.54	107.4	127	106.9	217	65.6	270	-.099	349	+6.30	69	108.2	65	101.9	71	-0.54	174
163	Tarleton St.	WAC	17-17	+0.46	103.3	208	102.9	129	66.4	219	+.013	150	+3.21	102	106.2	110	103.0	90	+6.98	16
164	Montana	BSky	17-14	+0.43	108.6	105	108.2	250	63.5	341	+.017	141	-1.24	175	105.1	146	106.3	215	+2.95	82
165	Louisiana Tech	CUSA	15-18	+0.42	105.6	160	105.2	177	66.4	217	-.028	261	+2.99	107	106.1	111	103.1	97	+0.29	152
166	Notre Dame	ACC	11-21	+0.40	108.8	104	108.4	255	64.8	304	-.066	319	+3.34	99	107.4	87	104.1	121	-3.95	281
167	Long Beach St.	BW	17-16	+0.14	105.0	170	104.9	171	72.7	3	-.012	225	-0.37	147	103.3	247	103.6	107	+6.53	23
168	Radford	BSth	21-15	+0.07	104.2	186	104.2	154	64.5	313	-.028	260	-3.74	250	103.7	220	107.5	283	+0.96	131
169	Longwood	BSth	20-12	+0.04	104.3	184	104.2	156	65.8	253	-.032	266	-7.22	328	101.6	303	108.9	338	-7.73	344
170	Boston College	ACC	16-17	-0.04	102.6	227	102.6	125	66.4	216	+.090	18	+3.96	92	107.8	75	103.9	115	-4.46	296
171	Ball St.	MAC	20-12	-0.10	107.7	120	107.8	241	67.4	166	+.019	134	-3.99	258	104.4	180	108.3	323	-4.64	298
172	Stetson	ASun	17-14	-0.12	112.9	41	113.1	333	64.7	308	+.018	139	-0.99	169	105.1	143	106.1	205	+6.13	25
173	Western Kentucky	CUSA	17-16	-0.14	104.9	173	105.1	175	67.5	165	+.052	63	+1.82	118	105.8	124	104.0	117	-3.94	280
174	South Dakota St.	Sum	19-13	-0.31	104.7	178	105.0	173	66.5	214	+.066	48	-2.44	212	104.5	174	106.9	252	+8.13	10
175	Brown	Ivy	14-13	-0.35	100.9	262	101.2	100	69.2	72	+.005	171	-1.91	197	104.0	200	105.9	199	-4.26	290
176	Texas A&M Corpus Chris 16	Slnd	24-11	-0.48	107.1	135	107.6	235	69.0	88	+.031	97	-8.63	347	100.9	327	109.6	349	+1.13	127
177	Old Dominion	SB	19-12	-0.64	103.0	215	103.7	142	64.8	301	+.099	12	-0.90	162	103.9	209	104.8	147	-1.77	210
178	UTEP	CUSA	14-18	-0.70	99.3	287	100.0	81	66.9	189	-.008	216	+1.90	117	106.1	112	104.2	126	-2.54	242
179	Navy	Pat	18-13	-0.71	103.7	199	104.4	161	64.4	316	-.038	276	-6.97	324	101.4	316	108.3	322	-1.52	203
180	East Carolina	Amer	16-17	-0.73	103.2	212	103.9	150	67.3	172	+.036	88	+0.58	132	105.2	137	104.7	139	-8.84	353
181	Appalachian St.	SB	16-16	-0.76	101.2	255	101.9	113	64.8	299	-.035	271	-0.94	166	104.3	182	105.3	173	-0.88	186
182	Grambling St.	SWAC	24-9	-0.97	99.8	282	100.7	90	66.1	233	+.090	19	-9.40	353	98.4	357	107.8	296	+3.77	64
183	SMU	Amer	10-22	-1.01	103.1	214	104.1	152	69.5	62	-.048	290	+5.94	74	107.6	83	101.6	65	+3.48	69
184	Chattanooga	SC	18-17	-1.10	107.9	117	109.0	265	68.3	122	-.065	318	-2.92	226	104.5	170	107.5	282	+0.79	134
185	Florida Gulf Coast	ASun	17-15	-1.13	104.9	175	106.0	196	66.2	226	+.006	168	-3.00	227	104.0	198	107.0	262	+0.98	130
186	North Carolina Central	MEAC	18-12	-1.15	100.7	265	101.9	112	67.7	153	-.058	309	-6.14	311	100.8	334	106.9	249	+4.86	42
187	New Mexico St.	WAC	9-15	-1.16	105.6	161	106.7	213	69.1	77	-.088	347	+3.66	96	105.7	126	102.0	73	+3.92	60
188	Pepperdine	WCC	9-22	-1.20	105.0	171	106.2	202	72.1	11	-.140	363	+4.65	86	109.1	42	104.5	132	+2.67	88
189	Quinnipiac	MAAC	20-12	-1.29	104.0	192	105.3	182	69.5	54	+.007	166	-5.63	301	100.8	332	106.4	220	-3.46	265
190	Texas St.	SB	16-19	-1.32	104.6	180	105.9	194	63.5	342	+.001	193	+0.17	138	104.2	187	104.1	119	-0.98	187
191	Saint Joseph's	A10	16-17	-1.36	104.3	185	105.6	187	69.2	74	-.007	210	-1.97	198	104.1	196	106.1	203	-5.34	313
192	Pacific	WCC	15-18	-1.38	107.9	118	109.3	266	69.5	61	+.043	75	+1.40	124	106.9	101	105.5	180	-4.01	283
193	Abilene Christian	WAC	13-17	-1.47	105.7	159	107.1	224	69.0	84	-.050	293	+2.14	115	105.2	142	103.0	92	-0.34	169
194	Norfolk St.	MEAC	22-11	-1.53	107.1	134	108.7	260	65.1	286	+.065	49	-7.94	336	100.0	343	108.0	307	-1.92	218
